Luke 10:29	43	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 10:30	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 10:37	44	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 10:38	88	Martha	martha-of-bethany	martha-of-bethany
Luke 10:39	24	Mary	mary-of-bethany	mary-mother-of-jesus
Luke 10:39	46	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 10:40	4	Martha	martha-of-bethany	martha-of-bethany
Luke 10:41	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 10:41	21	Martha	martha-of-bethany	martha-of-bethany
Luke 10:41	29	Martha	martha-of-bethany	martha-of-bethany
Luke 10:42	25	Mary	mary-of-bethany	mary-mother-of-jesus
Luke 11:1	112	John	john-the-baptist	john-the-baptist
Luke 11:2	43	Father in heaven	god-the-father	god-the-father
Luke 11:4	133	the evil one	satan	satan
Luke 11:13	95	heavenly Father	god-the-father	god-the-father
Luke 11:13	116	the Holy Spirit	holy-spirit	holy-spirit
Luke 11:15	47	Beelzebul	satan	satan
Luke 11:18	3	Satan	satan	satan
Luke 11:18	108	Beelzebul	satan	satan
Luke 11:19	28	Beelzebul	satan	satan
Luke 11:31	170	Solomon	solomon	solomon
Luke 11:31	208	Solomon	solomon	solomon
Luke 11:51	18	Abel	abel	abel
Luke 12:10	100	the Holy Spirit	holy-spirit	holy-spirit
Luke 12:12	4	the Holy Spirit	holy-spirit	holy-spirit
Luke 12:27	96	Solomon	solomon	solomon
Luke 12:41	0	Peter	simon-peter	simon-peter
Luke 13:1	91	Pilate	pontius-pilate	pontius-pilate
Luke 13:2	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 13:12	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 13:14	52	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 13:16	42	Abraham	abraham	abraham
Luke 13:16	56	Satan	satan	satan
Luke 13:28	58	Abraham	abraham	abraham
Luke 13:28	67	Isaac	isaac	isaac
Luke 13:28	74	Jacob	jacob	jacob
Luke 14:3	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 16:16	36	John	john-the-baptist	john-the-baptist
Luke 16:20	24	Lazarus	-	lazarus-of-bethany
Luke 16:22	58	Abraham	abraham	abraham
Luke 16:23	59	Abraham	abraham	abraham
Luke 16:23	80	Lazarus	-	lazarus-of-bethany
Luke 16:24	27	Abraham	abraham	abraham
Luke 16:24	63	Lazarus	-	lazarus-of-bethany
Luke 16:25	5	Abraham	abraham	abraham
Luke 16:25	93	Lazarus	-	lazarus-of-bethany
Luke 16:29	5	Abraham	abraham	abraham
Luke 16:29	37	Moses	moses	moses
Luke 16:30	22	Abraham	abraham	abraham
Luke 16:31	42	Moses	moses	moses
Luke 17:13	38	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 17:16	23	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 17:17	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 17:26	25	Noah	noah	noah
Luke 17:27	84	Noah	noah	noah
Luke 18:16	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 18:19	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 18:22	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 18:24	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 18:28	0	Peter	simon-peter	simon-peter
Luke 18:37	19	Jesus of Nazareth	jesus-of-nazareth	jesus-of-nazareth
Luke 18:38	15	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 18:38	33	David	david	david
Luke 18:39	103	David	david	david
Luke 18:40	16	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 18:42	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 19:2	22	Zacchaeus	zacchaeus	zacchaeus
Luke 19:3	25	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 19:5	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 19:5	74	Zacchaeus	zacchaeus	zacchaeus
Luke 19:8	0	Zacchaeus	zacchaeus	zacchaeus
Luke 19:9	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 19:9	89	Abraham	abraham	abraham
Luke 19:35	19	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 19:35	71	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 20:4	15	John	john-the-baptist	john-the-baptist
Luke 20:6	85	John	john-the-baptist	john-the-baptist
Luke 20:8	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 20:22	36	Caesar	tiberius-caesar	tiberius-caesar
Luke 20:24	76	Caesar	tiberius-caesar	tiberius-caesar
Luke 20:25	31	Caesar	tiberius-caesar	tiberius-caesar
Luke 20:25	58	Caesar	tiberius-caesar	tiberius-caesar
Luke 20:28	26	Moses	moses	moses
Luke 20:34	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 20:37	35	Moses	moses	moses
Luke 20:37	97	Abraham	abraham	abraham
Luke 20:37	117	Isaac	isaac	isaac
Luke 20:37	139	Jacob	jacob	jacob
Luke 20:41	53	David	david	david
Luke 20:42	0	David	david	david
Luke 20:44	1	David	david	david
Luke 21:37	10	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 22:3	0	Satan	satan	satan
Luke 22:3	19	Judas	judas-iscariot	judas-iscariot
Luke 22:8	8	Peter	simon-peter	simon-peter
Luke 22:8	18	John	john-the-baptist	john-the-baptist
Luke 22:31	16	Simon	simon-peter	simon-peter
Luke 22:31	23	Simon	simon-peter	simon-peter
Luke 22:31	38	Satan	satan	satan
Luke 22:34	22	Peter	simon-peter	simon-peter
Luke 22:47	72	Judas	judas-iscariot	judas-iscariot
Luke 22:47	132	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 22:48	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 22:48	24	Judas	judas-iscariot	judas-iscariot
Luke 22:51	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 22:52	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 22:54	85	Peter	simon-peter	simon-peter
Luke 22:55	88	Peter	simon-peter	simon-peter
Luke 22:57	10	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 22:58	85	Peter	simon-peter	simon-peter
Luke 22:60	4	Peter	simon-peter	simon-peter
Luke 22:61	31	Peter	simon-peter	simon-peter
Luke 22:61	43	Peter	simon-peter	simon-peter
Luke 22:63	17	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:1	57	Pilate	pontius-pilate	pontius-pilate
Luke 23:2	103	Caesar	tiberius-caesar	tiberius-caesar
Luke 23:3	0	Pilate	pontius-pilate	pontius-pilate
Luke 23:4	0	Pilate	pontius-pilate	pontius-pilate
Luke 23:6	9	Pilate	pontius-pilate	pontius-pilate
Luke 23:8	19	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:11	113	Pilate	pontius-pilate	pontius-pilate
Luke 23:12	10	Pilate	pontius-pilate	pontius-pilate
Luke 23:13	0	Pilate	pontius-pilate	pontius-pilate
Luke 23:20	5	Pilate	pontius-pilate	pontius-pilate
Luke 23:20	52	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:24	0	Pilate	pontius-pilate	pontius-pilate
Luke 23:25	115	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:26	41	Simon of Cyrene	simon-of-cyrene	simon-of-cyrene
Luke 23:26	128	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:28	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:34	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:42	11	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:43	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:46	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 23:50	20	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 23:52	17	Pilate	pontius-pilate	pontius-pilate
Luke 23:52	39	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 24:3	42	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 24:10	14	Mary Magdalene	mary-magdalene	mary-magdalene
Luke 24:10	30	Joanna	joanna-follower-of-jesus	joanna-follower-of-jesus
Luke 24:10	42	Mary	mary-mother-of-james-the-less	mary-mother-of-jesus
Luke 24:10	61	James	james-son-of-zebedee	james-son-of-zebedee
Luke 24:12	4	Peter	simon-peter	simon-peter
Luke 24:15	43	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 24:18	19	Cleopas	cleopas	cleopas
Luke 24:19	73	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 24:19	80	the Nazarene	jesus-of-nazareth	jesus-of-nazareth
Luke 24:27	15	Moses	moses	moses
Luke 24:34	55	Simon	simon-peter	simon-peter
Luke 24:36	27	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:6	48	John	john-the-baptist	john-the-baptist
John 1:15	0	John	john-the-baptist	john-the-baptist
John 1:17	30	Moses	moses	moses
John 1:17	75	Jesus Christ	jesus-of-nazareth	jesus-of-nazareth
John 1:19	8	John	john-the-baptist	john-the-baptist
John 1:21	36	Elijah	elijah	elijah
John 1:23	98	Isaiah	isaiah	isaiah
John 1:25	73	Elijah	elijah	elijah
John 1:26	0	John	john-the-baptist	john-the-baptist
John 1:28	59	John	john-the-baptist	john-the-baptist
John 1:29	21	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:32	0	John	john-the-baptist	john-the-baptist
John 1:33	181	the Holy Spirit	holy-spirit	holy-spirit
John 1:35	21	John	john-the-baptist	john-the-baptist
John 1:36	17	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:37	53	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:38	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:40	25	John	john-the-baptist	john-the-baptist
John 1:40	53	Andrew	andrew-apostle	andrew-apostle
John 1:40	61	Simon Peter	simon-peter	simon-peter
John 1:41	32	Simon	simon-peter	simon-peter
John 1:42	18	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:42	25	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:42	65	Simon	simon-peter	simon-peter
John 1:42	109	Cephas	simon-peter	simon-peter
John 1:42	146	Peter	simon-peter	simon-peter
John 1:43	72	Philip	philip-the-apostle	philip-the-apostle
John 1:43	80	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:44	4	Philip	philip-the-apostle	philip-the-apostle
John 1:44	46	Andrew	andrew-apostle	andrew-apostle
John 1:44	57	Peter	simon-peter	simon-peter
John 1:45	0	Philip	philip-the-apostle	philip-the-apostle
John 1:45	13	Nathanael	bartholomew-nathanael	bartholomew-nathanael
John 1:45	69	Moses	moses	moses
John 1:45	112	Jesus of Nazareth	jesus-of-nazareth	jesus-of-nazareth
John 1:45	142	Joseph	joseph-of-arimathea	joseph-son-of-jacob
John 1:46	0	Nathanael	bartholomew-nathanael	bartholomew-nathanael
John 1:46	66	Philip	philip-the-apostle	philip-the-apostle
John 1:47	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:47	10	Nathanael	bartholomew-nathanael	bartholomew-nathanael
John 1:48	0	Nathanael	bartholomew-nathanael	bartholomew-nathanael
John 1:48	45	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 1:48	73	Philip	philip-the-apostle	philip-the-apostle
John 1:49	0	Nathanael	bartholomew-nathanael	bartholomew-nathanael
John 1:50	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:1	56	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:2	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:3	23	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:4	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:7	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:11	28	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:13	42	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:19	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:22	140	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 2:24	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 3:1	43	Nicodemus	nicodemus	nicodemus
John 3:3	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 3:4	0	Nicodemus	nicodemus	nicodemus
John 3:5	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 3:9	0	Nicodemus	nicodemus	nicodemus
John 3:10	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 3:14	3	Moses	moses	moses
John 3:22	20	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 3:23	0	John	john-the-baptist	john-the-baptist
John 3:24	4	John	john-the-baptist	john-the-baptist
John 3:25	51	John	john-the-baptist	john-the-baptist
John 3:26	13	John	john-the-baptist	john-the-baptist
John 3:27	0	John	john-the-baptist	john-the-baptist
John 4:1	63	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:1	114	John	john-the-baptist	john-the-baptist
John 4:2	10	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:5	79	Jacob	jacob	jacob
John 4:5	102	Joseph	joseph-of-arimathea	joseph-son-of-jacob
John 4:6	0	Jacob	jacob	jacob
John 4:6	24	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:7	39	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:10	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:12	33	Jacob	jacob	jacob
John 4:13	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:16	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:17	41	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:21	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:26	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:34	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:44	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:46	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:47	19	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:48	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:50	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:50	81	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:53	53	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 4:54	35	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:1	55	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:6	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:8	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:13	50	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:14	10	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:15	49	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:16	35	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:17	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:19	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 5:33	17	John	john-the-baptist	john-the-baptist
John 5:36	55	John	john-the-baptist	john-the-baptist
John 5:45	86	Moses	moses	moses
John 5:46	20	Moses	moses	moses
John 6:1	20	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:3	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:5	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:5	98	Philip	philip-the-apostle	philip-the-apostle
John 6:7	0	Philip	philip-the-apostle	philip-the-apostle
John 6:8	22	Andrew	andrew-apostle	andrew-apostle
John 6:8	30	Simon Peter	simon-peter	simon-peter
John 6:10	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:11	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:14	45	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:15	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:17	95	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:19	75	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:22	172	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:24	38	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:24	144	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:26	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:27	131	God the Father	god-the-father	god-the-father
John 6:29	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:32	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:32	69	Moses	moses	moses
John 6:35	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:42	23	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:42	41	Joseph	joseph-of-arimathea	joseph-son-of-jacob
John 6:43	10	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:53	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:61	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:64	50	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:67	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:68	0	Simon Peter	simon-peter	simon-peter
John 6:70	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 6:71	16	Judas	judas-iscariot	judas-iscariot
John 6:71	34	Simon	-	simon-peter
John 7:1	20	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 7:6	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 7:14	45	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 7:16	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 7:19	7	Moses	moses	moses
John 7:21	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 7:22	0	Moses	moses	moses
John 7:22	52	Moses	moses	moses
John 7:28	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 7:33	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 7:37	47	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 7:39	85	the Holy Spirit	holy-spirit	holy-spirit
John 7:39	128	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 7:42	68	David	david	david
John 7:42	113	David	david	david
John 7:50	0	Nicodemus	nicodemus	nicodemus
John 8:1	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:5	16	Moses	moses	moses
John 8:6	81	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:9	129	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:10	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:11	26	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:12	18	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:14	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:19	52	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:20	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:21	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:25	43	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:28	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:31	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:33	27	Abraham	abraham	abraham
John 8:34	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:37	20	Abraham	abraham	abraham
John 8:39	34	Abraham	abraham	abraham
John 8:39	44	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:39	77	Abraham	abraham	abraham
John 8:39	123	Abraham	abraham	abraham
John 8:40	87	Abraham	abraham	abraham
John 8:42	10	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:44	24	the devil	satan	satan
John 8:49	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:52	63	Abraham	abraham	abraham
John 8:53	33	Abraham	abraham	abraham
John 8:54	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:56	12	Abraham	abraham	abraham
John 8:57	84	Abraham	abraham	abraham
John 8:58	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 8:58	56	Abraham	abraham	abraham
John 8:59	51	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 9:3	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 9:11	27	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 9:14	22	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 9:28	75	Moses	moses	moses
John 9:29	31	Moses	moses	moses
John 9:35	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 9:37	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 9:39	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 9:41	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 10:6	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 10:7	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 10:23	19	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 10:23	55	Solomon	solomon	solomon
John 10:25	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 10:32	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 10:34	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 10:40	58	John	john-the-baptist	john-the-baptist
John 10:41	30	John	john-the-baptist	john-the-baptist
John 10:41	75	John	john-the-baptist	john-the-baptist
John 11:1	28	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 11:1	68	Mary	mary-of-bethany	mary-mother-of-jesus
John 11:1	89	Martha	martha-of-bethany	martha-of-bethany
John 11:2	12	Mary	mary-of-bethany	mary-mother-of-jesus
John 11:2	107	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 11:4	9	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:5	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:5	16	Martha	martha-of-bethany	martha-of-bethany
John 11:5	44	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 11:9	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:11	68	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 11:13	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:14	3	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:14	37	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 11:16	0	Thomas	thomas-apostle	thomas-apostle
John 11:16	32	Didymus	thomas-apostle	thomas-apostle
John 11:17	8	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:19	45	Martha	martha-of-bethany	martha-of-bethany
John 11:19	56	Mary	mary-of-bethany	mary-mother-of-jesus
John 11:20	10	Martha	martha-of-bethany	martha-of-bethany
John 11:20	28	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:20	72	Mary	mary-of-bethany	mary-mother-of-jesus
John 11:21	10	Martha	martha-of-bethany	martha-of-bethany
John 11:21	25	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:23	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:24	0	Martha	martha-of-bethany	martha-of-bethany
John 11:25	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:28	50	Mary	mary-of-bethany	mary-mother-of-jesus
John 11:30	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:30	72	Martha	martha-of-bethany	martha-of-bethany
John 11:31	84	Mary	mary-of-bethany	mary-mother-of-jesus
John 11:32	15	Mary	mary-of-bethany	mary-mother-of-jesus
John 11:32	34	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:33	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:35	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:38	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:39	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:39	35	Martha	martha-of-bethany	martha-of-bethany
John 11:40	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:41	73	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:43	52	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 11:44	108	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:45	40	Mary	mary-of-bethany	mary-mother-of-jesus
John 11:45	58	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:46	76	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:49	27	Caiaphas	caiaphas	caiaphas
John 11:51	87	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:54	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 11:56	21	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:1	35	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:1	64	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 12:2	33	Martha	martha-of-bethany	martha-of-bethany
John 12:2	52	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 12:3	0	Mary	mary-of-bethany	mary-mother-of-jesus
John 12:3	96	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:4	5	Judas Iscariot	judas-iscariot	judas-iscariot
John 12:4	21	Simon	-	simon-peter
John 12:7	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:9	86	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:9	128	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 12:10	39	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 12:11	69	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:12	78	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:14	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:16	64	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:17	57	Lazarus	lazarus-of-bethany	lazarus-of-bethany
John 12:21	26	Philip	philip-the-apostle	philip-the-apostle
John 12:21	113	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:22	0	Philip	philip-the-apostle	philip-the-apostle
John 12:22	21	Andrew	andrew-apostle	andrew-apostle
John 12:22	42	Andrew	andrew-apostle	andrew-apostle
John 12:22	59	Philip	philip-the-apostle	philip-the-apostle
John 12:22	81	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:23	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:30	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:35	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:36	88	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 12:38	17	Isaiah	isaiah	isaiah
John 12:39	42	Isaiah	isaiah	isaiah
John 12:41	0	Isaiah	isaiah	isaiah
John 12:44	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 13:1	38	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 13:2	15	the devil	satan	satan
John 13:2	62	Judas Iscariot	judas-iscariot	judas-iscariot
John 13:2	78	Simon	-	simon-peter
John 13:3	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 13:6	16	Simon Peter	simon-peter	simon-peter
John 13:7	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
John 13:8	0	Peter	simon-peter	simon-peter
John 13:8	50	Jesus	jesus-of-nazareth	jesus-of-nazareth
